ITEMÎ≤àÌò∏	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	ÏÉÅÏ†ê ÌåêÎß§Í∞Ä	ÏÉÅÏ†êÏóêÏÑú ÏÇ¥ Îïå	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
5079	±›ªÁ∑…+9	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		140000	1075000	0	0	15	LEVEL	55	LIMIT_NONE	0	APPLY_ATT_SPEED	23	APPLY_NONE	0	APPLY_NONE	0	0	47	77	68	90	65	100	3	0
5080	√∂ªÁ∑…+0	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		180000	180000	5081	127	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	76	104	0	0	3	0
5081	√∂ªÁ∑…+1	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		180000	200000	5082	128	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	76	104	5	0	3	0
5082	√∂ªÁ∑…+2	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		180000	220000	5083	129	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	76	104	10	0	3	0
5083	√∂ªÁ∑…+3	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		180000	250000	5084	130	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	76	104	15	0	3	0
5084	√∂ªÁ∑…+4	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		180000	300000	5085	131	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	76	104	20	30	3	0
5085	√∂ªÁ∑…+5	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		180000	375000	5086	132	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	76	104	27	40	3	0
5086	√∂ªÁ∑…+6	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		180000	490000	5087	133	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	76	104	35	50	3	0
5087	√∂ªÁ∑…+7	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		180000	660000	5088	134	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	76	104	44	65	3	0
5088	√∂ªÁ∑…+8	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		180000	925000	5089	135	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	76	104	54	80	3	0
5089	√∂ªÁ∑…+9	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		180000	1385000	0	0	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	76	104	65	100	3	0
5090	≥˙¡∂∑…+0	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	360000	5091	127	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	47	77	91	129	0	0	3	0
5091	≥˙¡∂∑…+1	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	395000	5092	128	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	44	76	91	129	8	0	3	0
5092	≥˙¡∂∑…+2	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	435000	5093	129	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	40	74	91	129	17	0	3	0
5093	≥˙¡∂∑…+3	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	500000	5094	130	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	39	73	91	129	27	0	3	0
5094	≥˙¡∂∑…+4	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	600000	5095	131	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	37	72	91	129	38	30	3	0
5095	≥˙¡∂∑…+5	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	750000	5096	132	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	33	70	91	129	50	40	3	0
5096	≥˙¡∂∑…+6	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	975000	5097	133	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	26	67	91	129	63	50	3	0
5097	≥˙¡∂∑…+7	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	1320000	5098	134	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	16	61	91	129	77	65	3	0
5098	≥˙¡∂∑…+8	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	1845000	5099	135	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	-1	53	91	129	102	80	3	0
5099	≥˙¡∂∑…+9	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	2770000	0	0	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	-25	41	91	129	137	100	3	0
5100	¡¯√µ∑…+0	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	360000	5101	127	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	0	0	3	0
5101	¡¯√µ∑…+1	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	395000	5102	128	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	6	0	3	0
5102	¡¯√µ∑…+2	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	435000	5103	129	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	13	0	3	0
5103	¡¯√µ∑…+3	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	500000	5104	130	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	21	0	3	0
5104	¡¯√µ∑…+4	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	600000	5105	131	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	30	30	3	0
5105	¡¯√µ∑…+5	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	750000	5106	132	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	40	40	3	0
5106	¡¯√µ∑…+6	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	975000	5107	133	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	51	50	3	0
5107	¡¯√µ∑…+7	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	1320000	5108	134	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	63	65	3	0
5108	¡¯√µ∑…+8	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	1845000	5109	135	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	76	80	3	0
5109	¡¯√µ∑…+9	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_SELL	ITEM_TUNABLE	WEAR_WEAPON		360000	2770000	5330	501	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	90	100	3	0
5110	ªÛ»≤∑…+0	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		15000	30000	5111	352	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	35	60	50	70	0	0	3	-1
5111	ªÛ»≤∑…+1	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		15000	33000	5112	353	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	35	60	50	70	6	0	3	-1
5112	ªÛ»≤∑…+2	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		15000	36500	5113	354	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	35	60	50	70	11	0	3	-1
5113	ªÛ»≤∑…+3	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		15000	41500	5114	355	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	35	60	50	70	17	0	3	-1
5114	ªÛ»≤∑…+4	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		15000	50000	5115	356	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	35	60	50	70	22	30	3	-1
5115	ªÛ»≤∑…+5	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		15000	62500	5116	357	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	35	60	50	70	30	40	3	-1
5116	ªÛ»≤∑…+6	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		15000	81500	5117	358	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	35	60	50	70	38	50	3	-1
5117	ªÛ»≤∑…+7	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		15000	110000	5118	359	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	35	60	50	70	48	65	3	-1
5118	ªÛ»≤∑…+8	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		15000	154000	5119	360	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	35	60	50	70	58	80	3	-1
5119	ªÛ»≤∑…+9	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		15000	0	0	0	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	35	60	50	70	70	100	3	-1
5120	√ª¡◊∑…+0	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	360000	5121	127	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	17	APPLY_NONE	0	APPLY_NONE	0	0	70	80	72	108	0	0	3	-1
5121	√ª¡◊∑…+1	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	395000	5122	128	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	18	APPLY_NONE	0	APPLY_NONE	0	0	70	80	72	108	8	0	3	-1
5122	√ª¡◊∑…+2	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	435000	5123	129	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_NONE	0	APPLY_NONE	0	0	70	80	72	108	17	0	3	-1
5123	√ª¡◊∑…+3	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	500000	5124	130	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	20	APPLY_NONE	0	APPLY_NONE	0	0	70	80	72	108	27	0	3	-1
5124	√ª¡◊∑…+4	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	600000	5125	131	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	21	APPLY_NONE	0	APPLY_NONE	0	0	70	80	72	108	38	30	3	-1
5125	√ª¡◊∑…+5	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	750000	5126	132	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	70	80	72	108	50	40	3	-1
5126	√ª¡◊∑…+6	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	975000	5127	133	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	23	APPLY_NONE	0	APPLY_NONE	0	0	70	80	72	108	63	50	3	-1
5127	√ª¡◊∑…+7	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	1320000	5128	134	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	70	80	72	108	77	65	3	-1
5128	√ª¡◊∑…+8	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	1845000	5129	135	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	25	APPLY_NONE	0	APPLY_NONE	0	0	70	80	72	108	102	80	3	-1
5129	√ª¡◊∑…+9	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	2770000	0	0	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	26	APPLY_NONE	0	APPLY_NONE	0	0	70	80	72	108	137	100	3	-1
5130	ªÁΩ≈∑…+0	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	360000	5131	127	15	LEVEL	52	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	47	77	91	129	0	0	3	0
5131	ªÁΩ≈∑…+1	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	395000	5132	128	15	LEVEL	52	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	44	76	91	129	8	0	3	0
5132	ªÁΩ≈∑…+2	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	435000	5133	129	15	LEVEL	54	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	40	74	91	129	17	0	3	0
5133	ªÁΩ≈∑…+3	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	500000	5134	130	15	LEVEL	54	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	39	73	91	129	27	0	3	0
5134	ªÁΩ≈∑…+4	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	600000	5135	131	15	LEVEL	56	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	37	72	91	129	38	30	3	0
5135	ªÁΩ≈∑…+5	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	750000	5136	132	15	LEVEL	56	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	33	70	91	129	50	40	3	0
5136	ªÁΩ≈∑…+6	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	975000	5137	133	15	LEVEL	58	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	26	67	91	129	63	50	3	0
5137	ªÁΩ≈∑…+7	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	1320000	5138	134	15	LEVEL	58	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	16	61	91	129	77	65	3	0
5138	ªÁΩ≈∑…+8	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	1845000	5139	135	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	-1	53	91	129	102	80	3	0
5139	ªÁΩ≈∑…+9	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	2770000	0	0	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	-25	41	91	129	137	100	3	0
5140	øÎæ∆∑…+0	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	360000	5141	127	15	LEVEL	52	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	0	0	3	0
5141	øÎæ∆∑…+1	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	395000	5142	128	15	LEVEL	52	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	6	0	3	0
5142	øÎæ∆∑…+2	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	435000	5143	129	15	LEVEL	54	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	13	0	3	0
5143	øÎæ∆∑…+3	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	500000	5144	130	15	LEVEL	54	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	21	0	3	0
5144	øÎæ∆∑…+4	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	600000	5145	131	15	LEVEL	56	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	30	30	3	0
5145	øÎæ∆∑…+5	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	750000	5146	132	15	LEVEL	56	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	40	40	3	0
5146	øÎæ∆∑…+6	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	975000	5147	133	15	LEVEL	58	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	51	50	3	0
5147	øÎæ∆∑…+7	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	1320000	5148	134	15	LEVEL	58	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	63	65	3	0
5148	øÎæ∆∑…+8	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	1845000	5149	135	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	76	80	3	0
5149	øÎæ∆∑…+9	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	2770000	7039	0	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	90	100	3	0
5150	∫–≤…∑…+0	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	360000	5151	127	15	LEVEL	52	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	47	77	91	129	0	0	3	0
5151	∫–≤…∑…+1	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	395000	5152	128	15	LEVEL	52	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	44	76	91	129	8	0	3	0
5152	∫–≤…∑…+2	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON		360000	435000	5153	129	15	LEVEL	54	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	40	74	91	129	17	0	3	0
